row_id,agent_code,agent_age,agent_join_month,first_policy_sold_month,year_month,unique_proposals_last_7_days,unique_proposals_last_15_days,unique_proposals_last_21_days,unique_proposal,unique_quotations_last_7_days,unique_quotations_last_15_days,unique_quotations_last_21_days,unique_quotations,unique_customers_last_7_days,unique_customers_last_15_days,unique_customers_last_21_days,unique_customers,new_policy_count,ANBP_value,net_income,number_of_policy_holders,number_of_cash_payment_policies
1011,a635b43b,57,3/1/2020,6/1/2023,2/1/2023,2,3,16,26,4,6,4,22,6,7,4,17,0,0,411427,51,140
1012,3c08603a,45,2/1/2021,2/1/2023,2/1/2023,1,0,0,2,3,2,3,9,5,5,9,19,7,660674,147811,38,0
1013,e17cec52,34,9/1/2019,7/1/2023,2/1/2023,2,5,14,24,0,4,5,10,0,4,6,10,26,2446522,401183,0,104
1014,ea128aeb,42,7/1/2021,2/1/2023,2/1/2023,1,3,12,21,1,4,3,9,2,8,7,17,24,845424,187223,0,120
1015,bee6f560,32,5/1/2019,4/1/2022,2/1/2023,3,0,16,20,4,4,6,15,6,8,6,20,28,468020,101472,40,84
1016,ffe6c9e9,54,8/1/2019,11/1/2023,2/1/2023,0,3,4,9,1,1,4,7,2,3,4,9,17,249050,64249,18,85
1017,acdb0c76,42,10/1/2022,10/1/2023,2/1/2023,2,6,9,21,2,2,1,9,2,6,2,10,23,1986740,534537,0,184
1018,26c3dddd,35,11/1/2019,8/1/2022,2/1/2023,1,1,16,23,0,2,5,18,2,5,5,12,28,1390340,368696,36,84
1019,3fa56b2f,49,2/1/2020,3/1/2023,2/1/2023,1,0,14,20,3,5,1,17,3,6,6,15,21,886683,188784,30,42
1020,b1dc3ef9,38,4/1/2019,4/1/2023,2/1/2023,0,5,19,28,2,1,9,19,4,4,12,20,30,2750340,471096,60,210
1021,f201803d,51,11/1/2021,4/1/2024,2/1/2023,1,4,14,23,4,4,9,20,4,6,13,23,29,121829,14423,0,232
1022,5f5eecd9,23,12/1/2022,4/1/2023,2/1/2023,1,0,11,16,0,5,3,14,1,6,7,14,25,285250,70207,42,0
1023,328cab7d,27,11/1/2019,6/1/2023,2/1/2023,3,3,19,26,3,3,5,25,3,3,10,16,0,0,270487,16,93
1024,a26f3975,47,3/1/2021,9/1/2023,2/1/2023,1,4,9,19,4,4,7,16,6,5,9,20,22,1191542,239629,20,176
1025,ec7c6c8a,43,10/1/2021,8/1/2023,2/1/2023,1,4,18,25,2,4,8,24,4,8,11,23,28,2661372,391118,92,252
1026,f37b16d4,40,10/1/2019,6/1/2023,2/1/2023,3,6,11,21,0,1,1,4,2,1,6,9,27,1637604,253311,36,108
1027,40b62a16,20,6/1/2022,9/1/2022,2/1/2023,0,0,0,2,4,0,5,10,5,3,7,15,10,647650,86777,30,0
1028,6f6da4c8,49,2/1/2022,7/1/2023,2/1/2023,0,2,13,16,4,3,9,17,4,5,9,18,20,838500,238371,36,20
1029,10dabaca,44,5/1/2021,10/1/2023,2/1/2023,1,2,3,10,1,3,3,8,3,3,3,9,17,1505877,303617,9,153
1030,64dbef0d,52,6/1/2020,3/1/2022,2/1/2023,0,0,3,5,4,1,5,11,5,1,9,15,8,251392,65312,45,48
1031,fabe7d5c,44,7/1/2022,12/1/2022,2/1/2023,1,2,15,22,0,6,5,15,1,10,10,21,23,1907160,518481,0,0
1032,a98bb7aa,27,9/1/2022,1/1/2024,2/1/2023,2,6,6,18,1,6,5,15,2,9,11,22,27,1171287,263377,88,216
1033,a6c30232,24,12/1/2021,10/1/2022,2/1/2023,0,6,20,29,0,0,1,11,1,4,4,9,30,1016970,200753,27,0
1034,92dd19af,51,12/1/2022,4/1/2023,2/1/2023,2,4,5,16,4,2,5,13,4,5,10,19,25,167150,37505,38,50
1035,0879757d,43,3/1/2022,9/1/2022,2/1/2023,1,3,9,17,1,6,9,17,1,6,9,16,0,0,244087,32,36
1036,b564e260,51,11/1/2021,4/1/2024,2/1/2023,3,2,15,24,1,0,1,9,3,3,5,11,0,0,68181,22,208
1037,20f326a5,31,3/1/2021,6/1/2023,2/1/2023,2,2,7,16,2,6,1,15,2,8,2,12,25,1352725,390681,24,100
1038,0b51084d,50,6/1/2021,6/1/2022,2/1/2023,2,4,16,25,0,0,3,16,0,4,5,9,28,1875076,240531,36,28
1039,1eda1691,30,11/1/2021,8/1/2023,2/1/2023,0,6,16,24,1,3,6,15,1,5,9,15,28,1929228,372032,45,0
1040,dc8c2cc3,34,12/1/2019,3/1/2023,2/1/2023,1,6,18,28,4,3,2,15,6,6,5,17,0,0,543993,0,144
1041,ea99911b,54,10/1/2019,11/1/2023,2/1/2023,1,5,5,13,1,4,6,12,1,7,9,17,17,1198364,343475,51,119
1042,9caee735,54,12/1/2019,8/1/2023,2/1/2023,2,5,19,29,1,2,9,15,3,2,9,14,36,905616,185978,0,324
1043,35c456a1,31,10/1/2019,5/1/2023,2/1/2023,0,3,10,16,4,1,8,15,4,3,8,15,19,1831277,389867,60,38
1044,1ee2b2ae,42,9/1/2021,5/1/2023,2/1/2023,1,3,6,14,0,2,1,8,0,6,7,13,20,723780,82317,52,140
1045,44e1a8af,30,4/1/2022,8/1/2022,2/1/2023,3,0,19,25,1,6,5,22,3,8,9,20,27,2311470,497460,0,27
1046,36aef680,56,8/1/2020,7/1/2022,2/1/2023,2,2,18,23,4,1,1,21,6,5,4,15,25,714200,78650,45,150
1047,a045b770,58,7/1/2019,7/1/2022,2/1/2023,3,1,10,15,0,5,7,14,0,6,7,13,19,1606659,231300,26,133
1048,1a7f1c16,34,4/1/2022,4/1/2023,2/1/2023,0,6,4,13,4,2,8,15,6,4,9,19,18,913248,267763,38,72
1049,4fe58569,45,9/1/2022,9/1/2023,2/1/2023,3,3,8,17,4,3,7,15,5,4,10,19,19,1633335,489660,38,57
1050,e0d06535,47,12/1/2020,12/1/2023,2/1/2023,2,0,20,27,1,2,1,22,1,2,7,10,31,1268706,255975,10,93
1051,8ba38ed9,28,9/1/2022,12/1/2023,2/1/2023,2,3,20,30,1,4,2,12,2,6,2,10,33,2800347,649277,30,99
1052,f79f587e,29,12/1/2020,11/1/2023,2/1/2023,0,1,1,4,1,1,3,6,3,2,7,12,13,277641,45731,24,78
1053,7973fc92,35,4/1/2019,7/1/2022,2/1/2023,2,6,20,29,2,1,5,12,4,5,11,20,34,2040204,325019,40,102
1054,69e592f6,54,2/1/2020,8/1/2022,2/1/2023,2,4,5,14,3,6,4,14,4,6,9,19,0,0,226810,19,0
1055,0c22f517,34,9/1/2021,3/1/2024,2/1/2023,3,2,2,11,2,0,0,10,2,1,2,5,17,1544178,293628,5,34
1056,4031618e,27,7/1/2020,6/1/2022,2/1/2023,2,4,1,10,2,6,3,12,2,7,3,12,13,602069,109672,48,39
1057,0e0c2212,58,5/1/2020,3/1/2024,2/1/2023,1,1,5,10,4,3,2,10,6,6,6,18,0,0,119725,54,102
1058,e56767cf,51,9/1/2022,4/1/2023,2/1/2023,2,4,7,14,3,0,5,13,4,1,9,14,15,1112310,211491,0,15
1059,adbe5d94,41,12/1/2021,9/1/2023,2/1/2023,1,1,16,23,3,6,7,21,5,9,11,25,24,755592,198546,25,0
1060,a024a368,57,9/1/2021,2/1/2022,2/1/2023,1,0,0,2,2,4,0,7,2,6,5,13,10,683910,166109,26,90
1061,3d15739c,21,7/1/2021,3/1/2022,2/1/2023,1,5,4,12,3,3,8,15,3,3,14,20,21,1731345,385239,0,105
1062,f572dd78,35,5/1/2020,10/1/2022,2/1/2023,3,6,11,21,4,4,9,19,4,5,14,23,0,0,245437,69,0
1063,cfbc51d8,22,3/1/2021,10/1/2023,2/1/2023,3,5,3,14,0,5,7,13,2,7,9,18,23,864639,211960,72,23
1064,8f0e0595,35,7/1/2022,8/1/2023,2/1/2023,2,3,14,23,0,3,3,10,1,7,7,15,27,2042388,379104,45,108
1065,4e65e45e,53,12/1/2019,12/1/2022,2/1/2023,0,1,13,15,2,0,8,11,3,1,8,12,17,224043,23999,12,0
1066,811ab465,36,3/1/2021,10/1/2022,2/1/2023,3,1,8,13,2,3,2,10,2,3,8,13,22,1350756,346427,0,44
1067,52e1374a,51,4/1/2022,4/1/2024,2/1/2023,0,0,3,4,2,4,1,8,4,8,6,18,10,367420,66960,36,30
1068,77a8b54a,24,10/1/2021,7/1/2023,2/1/2023,3,1,10,15,2,5,2,14,4,9,5,18,20,1705260,301326,0,80
1069,5724f683,40,11/1/2019,2/1/2022,2/1/2023,2,3,5,12,0,1,1,3,0,5,5,10,20,566660,88582,10,80
1070,344e0483,54,11/1/2019,3/1/2022,2/1/2023,0,2,10,13,4,4,3,12,6,8,6,20,14,1192744,262728,80,126
1071,b2d5499f,57,4/1/2022,1/1/2023,2/1/2023,1,1,8,14,2,3,4,12,4,3,4,11,20,633200,137985,0,0
1072,d39eadba,20,4/1/2021,9/1/2023,2/1/2023,2,4,8,19,2,0,4,17,4,3,8,15,23,1927837,306189,30,23
1073,5550ec46,42,8/1/2019,5/1/2023,2/1/2023,0,4,16,21,2,2,1,11,3,4,7,14,28,1033396,196028,28,84
1074,27f35403,27,5/1/2022,10/1/2022,2/1/2023,2,3,11,20,2,1,9,16,3,3,12,18,28,999880,103926,18,0
1075,c7f5a4a2,34,3/1/2020,3/1/2024,2/1/2023,3,3,12,21,2,4,3,11,3,7,4,14,24,1750008,196169,0,144
1076,9bf16323,40,9/1/2022,7/1/2023,2/1/2023,3,0,6,14,2,2,1,9,3,3,1,7,15,931860,134452,14,15
1077,833d1afb,56,3/1/2020,5/1/2022,2/1/2023,3,3,16,24,1,2,8,19,2,3,8,13,26,2455986,415386,39,78
1078,57480056,32,12/1/2022,2/1/2023,2/1/2023,1,1,16,22,1,4,0,7,1,7,4,12,27,2200122,529507,48,135
1079,7cca0fc1,27,5/1/2021,4/1/2022,2/1/2023,0,3,7,14,2,3,6,13,4,7,9,20,16,969456,140799,0,144
1080,f84c1547,52,2/1/2022,3/1/2022,2/1/2023,2,4,4,15,2,2,0,7,2,3,0,5,24,362664,63989,10,72
1081,d55b8d32,57,11/1/2019,8/1/2022,2/1/2023,1,4,10,19,4,6,9,20,6,8,14,28,27,1820502,498431,112,216
1082,84ef9ce3,38,9/1/2020,10/1/2023,2/1/2023,0,5,6,12,2,5,6,14,3,7,6,16,16,1219360,175788,64,48
1083,ae14c4be,29,5/1/2020,4/1/2023,2/1/2023,0,3,7,12,1,5,7,14,1,9,9,19,13,624949,161106,0,78
1084,f7312aa8,33,10/1/2019,3/1/2023,2/1/2023,2,6,19,28,2,4,4,19,2,4,6,12,36,1033920,287559,48,180
1085,1d07a8b2,58,7/1/2019,8/1/2022,2/1/2023,2,4,10,21,1,4,1,13,3,6,2,11,22,2163700,235941,44,198
1086,54c07c11,52,5/1/2022,8/1/2023,2/1/2023,0,3,2,7,3,4,0,8,5,4,2,11,9,693135,206490,22,81
1087,6698f96f,45,9/1/2019,2/1/2022,2/1/2023,2,5,1,9,1,2,6,10,1,3,7,11,0,0,13444,11,24
1088,071a8882,50,5/1/2020,4/1/2023,2/1/2023,3,2,8,18,3,2,0,9,3,4,5,12,0,0,12645,0,0
1089,3eb7edb4,46,8/1/2019,9/1/2023,2/1/2023,1,1,3,8,1,1,7,10,2,4,7,13,15,610815,61853,39,90
1090,a7c9fb50,24,11/1/2019,7/1/2022,2/1/2023,2,2,9,14,3,1,7,13,3,5,13,21,15,1076865,209093,84,45
1091,b7599490,31,1/1/2020,9/1/2022,2/1/2023,1,5,9,20,3,3,0,19,4,3,6,13,23,822388,162392,39,207
1092,c1843069,29,2/1/2021,10/1/2023,2/1/2023,2,4,4,14,4,1,5,11,6,5,5,16,18,933876,194074,64,108
1093,9e32a219,37,11/1/2020,3/1/2023,2/1/2023,1,2,16,24,0,1,0,7,1,3,1,5,26,241462,57830,15,104
1094,961e6577,40,1/1/2021,10/1/2023,2/1/2023,1,6,1,10,0,6,7,14,0,7,9,16,19,763363,81875,48,114
1095,c80fe406,45,2/1/2022,9/1/2023,2/1/2023,1,1,3,10,2,6,3,12,2,10,3,15,17,909245,231235,60,119
1096,817339ac,53,2/1/2020,12/1/2023,2/1/2023,2,2,5,11,3,4,7,15,5,5,9,19,18,1103886,159065,38,72
1097,47e9a908,37,1/1/2022,9/1/2022,2/1/2023,0,5,12,22,3,6,5,16,5,6,7,18,30,766440,131215,18,180
1098,3ec02013,45,4/1/2019,2/1/2023,2/1/2023,1,3,20,29,2,3,7,26,4,7,12,23,30,866430,110059,0,210
1099,f3ba2a6d,57,2/1/2022,4/1/2024,2/1/2023,0,1,9,14,0,5,8,14,1,6,12,19,16,180496,37756,76,144
1100,6fa65e5e,42,6/1/2020,6/1/2022,2/1/2023,2,5,11,20,3,4,0,18,3,7,2,12,24,1845024,487642,36,120
1101,26f591b2,48,2/1/2022,12/1/2023,2/1/2023,2,1,7,14,2,2,9,14,2,5,15,22,22,1069662,203266,66,22
1102,b4a65fde,59,6/1/2020,9/1/2023,2/1/2023,0,4,6,12,2,4,0,10,2,7,0,9,13,679367,183609,27,91
1103,7a480f7f,32,9/1/2022,4/1/2024,2/1/2023,1,6,2,11,4,2,4,11,4,4,5,13,12,840972,195004,52,12
1104,507d2705,51,12/1/2021,5/1/2023,2/1/2023,3,1,10,16,2,2,8,14,4,6,12,22,24,456000,113903,22,168
1105,3173b081,48,1/1/2021,11/1/2023,2/1/2023,0,2,8,14,0,1,6,10,0,1,6,7,18,429408,83840,21,18
1106,62379003,41,9/1/2021,4/1/2024,2/1/2023,1,4,20,27,4,1,9,21,6,1,9,16,33,2557830,581027,32,33
1107,32cc5ccc,48,5/1/2021,9/1/2023,2/1/2023,2,1,11,18,0,6,0,10,1,8,5,14,23,2100199,463530,42,138
1108,f8c957b0,43,6/1/2020,6/1/2022,2/1/2023,3,4,9,18,1,0,8,15,3,3,11,17,0,0,18557,68,125
1109,df0aaa8d,53,5/1/2021,10/1/2023,2/1/2023,2,0,11,17,1,2,5,12,1,6,10,17,21,1645392,307353,17,0
1110,85857de6,48,11/1/2021,11/1/2022,2/1/2023,3,5,4,15,0,4,9,14,2,7,12,21,16,1460272,404149,42,96
1111,ca83af7e,31,12/1/2019,9/1/2023,2/1/2023,0,6,14,23,4,6,8,20,6,9,8,23,32,3191136,841272,0,64
1112,d181f3b3,52,8/1/2019,10/1/2023,2/1/2023,0,3,0,5,2,0,0,3,4,0,4,8,13,775359,141677,8,65
1113,7a03b549,27,6/1/2020,2/1/2023,2/1/2023,2,2,10,18,3,2,7,13,4,3,13,20,24,502176,102086,40,168
1114,47947b4c,59,11/1/2022,2/1/2023,2/1/2023,0,1,14,17,2,4,5,16,4,6,7,17,26,920504,201428,51,78
1115,e112b2c8,51,1/1/2022,11/1/2023,2/1/2023,2,2,7,13,1,1,8,11,3,4,10,17,16,1043328,193832,0,64
1116,15047db1,37,11/1/2020,4/1/2024,2/1/2023,0,5,11,18,0,0,9,12,0,4,12,16,25,718750,132610,16,225
1117,b5aec5c3,52,1/1/2022,5/1/2023,2/1/2023,3,2,16,24,1,4,0,16,1,4,3,8,32,123296,35064,24,0
1118,8f887bfa,53,3/1/2022,7/1/2022,2/1/2023,3,0,7,14,0,2,0,5,0,3,6,9,16,1258128,134231,18,144
1119,fa5f58d1,44,5/1/2021,12/1/2022,2/1/2023,1,1,10,14,0,0,0,1,2,2,5,9,22,765512,79608,36,176
1120,f26c7944,26,6/1/2020,9/1/2023,2/1/2023,0,6,0,11,0,3,3,8,1,3,4,8,13,1078688,155276,0,39
1121,79070d83,60,2/1/2020,12/1/2023,2/1/2023,2,5,17,27,1,1,0,22,1,4,1,6,35,1125880,154855,24,245
1122,360ed942,29,6/1/2020,12/1/2023,2/1/2023,1,6,2,13,2,5,5,13,4,6,5,15,0,0,273275,45,21
1123,b4d52fea,26,5/1/2020,5/1/2022,2/1/2023,3,5,1,10,1,1,5,8,1,1,6,8,11,555170,104121,8,55
1124,89633f45,50,8/1/2022,4/1/2024,2/1/2023,1,6,12,22,1,0,3,5,2,2,4,8,0,0,184292,24,60
1125,d3e24bb5,53,11/1/2020,2/1/2024,2/1/2023,1,2,18,24,1,6,4,16,1,6,8,15,30,1141050,200050,45,210
1126,b0142ea6,23,6/1/2020,9/1/2023,2/1/2023,2,6,1,10,1,3,7,12,1,5,12,18,18,291978,45958,0,0
1127,3c42efd4,43,9/1/2021,12/1/2022,2/1/2023,2,6,9,20,2,3,1,15,4,6,7,17,29,1294879,186782,17,87
1128,c659c596,30,4/1/2022,10/1/2022,2/1/2023,1,0,1,3,3,4,2,10,3,5,7,15,7,298186,82811,60,35
1129,cdbf502d,30,11/1/2022,1/1/2023,2/1/2023,3,4,4,16,0,0,1,15,1,3,4,8,17,972536,119972,32,0
1130,0e123beb,20,4/1/2019,3/1/2023,2/1/2023,3,5,5,16,1,2,8,13,1,5,10,16,24,55704,16548,64,48
1131,868cd194,51,5/1/2021,10/1/2022,2/1/2023,1,1,12,16,3,3,1,11,4,4,6,14,18,1332558,352257,28,18
1132,6e69e08b,44,3/1/2021,4/1/2022,2/1/2023,1,3,3,12,1,6,6,14,3,8,8,19,21,1050399,120178,19,84
1133,1235ad70,29,2/1/2021,12/1/2022,2/1/2023,3,3,14,23,0,1,0,12,2,1,5,8,28,1139880,319797,16,252
1134,de9a845f,43,6/1/2020,4/1/2022,2/1/2023,0,6,4,13,3,2,5,12,5,3,9,17,20,1122800,113489,0,40
1135,e1fdaeaa,43,2/1/2021,5/1/2022,2/1/2023,3,2,1,10,4,6,0,11,6,10,5,21,15,691560,104259,0,75
1136,1ab4c789,28,3/1/2021,11/1/2023,2/1/2023,0,0,13,16,2,2,4,9,2,5,4,11,18,138834,16622,44,90
1137,9828b73c,53,8/1/2019,4/1/2023,2/1/2023,0,3,2,8,1,2,8,12,1,6,12,19,10,159750,34239,19,0
1138,7c6db591,40,9/1/2020,10/1/2022,2/1/2023,0,5,14,21,4,0,5,11,6,3,5,14,29,2647497,739991,42,29
1139,7e01dea3,50,2/1/2021,11/1/2022,2/1/2023,3,4,19,31,1,0,6,21,1,3,6,10,32,2719872,794378,0,0
1140,b02dee9c,44,4/1/2020,9/1/2022,2/1/2023,1,3,8,17,3,5,1,16,5,5,6,16,0,0,306915,32,225
1141,300ddfbc,28,10/1/2019,7/1/2023,2/1/2023,0,4,3,8,4,5,3,13,6,5,5,16,16,193232,55255,16,96
1142,3e8c2a01,47,7/1/2022,12/1/2023,2/1/2023,0,1,7,13,1,5,4,12,1,9,9,19,20,1013720,265018,19,60
1143,7d65dcb3,46,10/1/2019,4/1/2024,2/1/2023,0,4,16,23,2,4,2,13,2,7,7,16,32,1377056,345149,32,64
1144,a1f12a6c,59,3/1/2022,8/1/2022,2/1/2023,0,1,2,6,4,5,9,19,5,6,10,21,15,926475,180336,63,30
1145,bc0e04ce,51,9/1/2019,1/1/2023,2/1/2023,0,0,3,5,1,6,7,15,3,9,8,20,8,601312,84228,80,32
1146,1de378ca,55,1/1/2022,7/1/2022,2/1/2023,0,4,4,13,4,4,1,10,4,6,5,15,21,1833426,389751,60,147
1147,1450745b,32,5/1/2019,8/1/2022,2/1/2023,1,0,13,16,1,1,6,14,3,4,9,16,21,1559460,221921,32,126
1148,52421009,43,7/1/2020,4/1/2023,2/1/2023,1,3,5,13,4,2,1,11,6,3,6,15,22,104148,22158,60,176
1149,45910031,28,8/1/2021,3/1/2022,2/1/2023,0,1,0,4,4,3,6,14,4,5,6,15,9,799290,136037,30,54
1150,bdb489c0,39,5/1/2019,1/1/2022,2/1/2023,3,2,8,16,2,4,3,11,3,5,9,17,19,309396,70899,0,95
1151,bb428b4d,56,8/1/2020,1/1/2024,2/1/2023,0,0,2,3,2,6,8,17,2,8,10,20,5,220285,61440,0,15
1152,f2fcfe25,28,8/1/2020,11/1/2022,2/1/2023,3,5,2,13,0,2,5,10,0,3,9,12,16,591872,123936,24,64
1153,1c413762,53,4/1/2021,12/1/2022,2/1/2023,1,3,16,23,1,4,8,20,3,4,9,16,28,1562008,359367,0,84
1154,10be4b4c,50,1/1/2022,11/1/2022,2/1/2023,3,3,12,19,4,0,2,14,5,4,8,17,20,474340,106009,51,140
1155,d79899e1,38,9/1/2021,5/1/2023,2/1/2023,2,0,7,13,3,1,4,11,5,2,5,12,22,781066,152566,0,88
1156,765fff3b,39,9/1/2022,3/1/2023,2/1/2023,0,5,10,19,4,6,4,18,6,8,5,19,22,1364352,148570,19,176
1157,458aa9db,59,9/1/2020,9/1/2023,2/1/2023,0,5,12,18,2,2,2,9,4,2,3,9,20,866540,171580,36,60
1158,7a1787dc,47,8/1/2022,3/1/2023,2/1/2023,1,3,3,11,2,2,4,10,4,3,10,17,16,1004288,163051,51,128
1159,0f6f67b0,52,11/1/2019,3/1/2024,2/1/2023,1,2,18,24,2,4,4,13,4,4,8,16,33,2049597,440869,0,66
1160,86fcfefe,50,4/1/2020,2/1/2023,2/1/2023,1,0,12,18,2,4,7,15,2,5,10,17,24,1263864,219076,0,216
1161,3.55E+05,60,5/1/2021,1/1/2023,2/1/2023,2,1,1,5,1,2,2,6,1,4,3,8,10,230050,49847,16,20
1162,decee04f,24,4/1/2019,2/1/2024,2/1/2023,1,6,2,10,4,1,9,15,5,4,15,24,18,1794708,183190,24,0
1163,2bf63daa,47,5/1/2019,3/1/2024,2/1/2023,0,4,9,17,4,3,9,17,5,6,15,26,21,32592,8297,78,168
1164,b36727bc,42,5/1/2019,7/1/2023,2/1/2023,3,2,8,15,1,3,9,14,2,3,13,18,0,0,432212,0,171
1165,b1ff85c5,23,4/1/2022,4/1/2023,2/1/2023,2,2,8,15,4,1,3,14,4,3,6,13,21,366366,50078,0,168
1166,54643ae7,32,12/1/2022,7/1/2023,2/1/2023,3,4,12,23,4,6,6,22,5,6,8,19,28,1174852,198554,57,28
1167,e906fb9f,28,5/1/2020,8/1/2022,2/1/2023,2,4,5,16,0,5,6,14,0,8,7,15,23,1031688,292522,0,161
1168,aeec664e,59,2/1/2020,11/1/2022,2/1/2023,3,2,20,30,4,2,0,26,5,6,3,14,31,1844252,367455,28,31
1169,39fdf86e,20,2/1/2022,2/1/2024,2/1/2023,2,2,7,14,0,1,8,10,0,5,13,18,15,1291440,253179,36,105
1170,c158de38,43,11/1/2020,6/1/2023,2/1/2023,0,6,16,26,1,3,8,22,1,6,13,20,34,1792378,297826,40,0
1171,5c4dd08c,52,6/1/2019,6/1/2022,2/1/2023,3,1,4,13,1,5,8,15,2,9,13,24,14,1337700,250817,48,98
1172,232f671f,22,3/1/2022,12/1/2022,2/1/2023,3,4,17,26,2,1,4,20,2,2,10,14,30,68640,7558,56,240
1173,11ee7678,21,5/1/2020,11/1/2022,2/1/2023,2,2,9,16,1,2,2,7,1,2,7,10,23,384399,105100,20,23
1174,b40d8f4e,31,6/1/2022,9/1/2022,2/1/2023,0,6,19,30,4,2,5,23,5,3,5,13,37,1282235,357921,26,222
1175,8.09E+28,57,8/1/2022,10/1/2022,2/1/2023,3,4,16,26,3,0,8,13,5,1,12,18,35,1331295,300695,72,245
1176,963a1048,21,8/1/2019,3/1/2024,2/1/2023,0,5,4,10,0,1,3,8,2,2,3,7,16,923600,199675,28,32
1177,c71f9dae,57,3/1/2022,10/1/2022,2/1/2023,2,1,8,15,4,1,9,15,6,4,12,22,23,1160810,289533,22,23
1178,c488b483,49,7/1/2019,11/1/2022,2/1/2023,1,1,1,8,0,2,6,9,0,6,12,18,13,120263,28796,54,78
1179,1c95f015,46,5/1/2020,9/1/2022,2/1/2023,0,0,14,19,0,0,9,18,1,2,12,15,26,1109524,127111,60,234
1180,27b10a36,54,6/1/2022,12/1/2023,2/1/2023,2,1,20,28,0,5,1,19,2,7,5,14,30,320850,67786,56,180
1181,1892831c,40,6/1/2019,2/1/2024,2/1/2023,1,2,19,23,3,2,0,6,3,4,6,13,27,2133810,341469,26,243
1182,8813423f,22,1/1/2020,10/1/2023,2/1/2023,3,2,20,30,3,4,7,21,4,6,8,18,36,1389708,260914,54,72
1183,7.02E+05,50,6/1/2019,8/1/2022,2/1/2023,2,3,7,13,1,6,0,11,2,10,2,14,16,133696,33675,0,16
1184,8b1eb4a9,51,6/1/2019,3/1/2022,2/1/2023,2,5,2,12,0,5,0,9,1,7,4,12,21,215124,34476,48,0
1185,dff6c023,47,3/1/2021,9/1/2022,2/1/2023,0,6,8,17,3,6,7,17,4,8,12,24,19,173071,30220,24,95
1186,98e4577e,53,5/1/2022,11/1/2023,2/1/2023,1,4,19,27,0,5,8,21,0,6,13,19,36,2461212,259850,38,108
1187,3812c4ee,54,3/1/2022,10/1/2023,2/1/2023,2,6,18,29,3,1,2,17,4,3,8,15,32,2012544,524542,45,0
1188,4ca77240,57,12/1/2020,3/1/2023,2/1/2023,3,1,0,5,4,3,8,16,6,5,9,20,7,604583,109534,0,28
1189,8dab5c95,23,1/1/2021,2/1/2024,2/1/2023,2,5,11,20,0,3,1,7,1,4,3,8,25,1957200,438048,16,0
1190,bbb7ba71,20,8/1/2019,8/1/2022,2/1/2023,0,4,13,19,1,2,3,12,2,5,5,12,24,644496,180662,12,0
1191,779a11fe,60,4/1/2020,5/1/2023,2/1/2023,2,2,16,23,3,6,1,16,3,10,1,14,26,2353806,395192,28,78
1192,f02a4b71,20,2/1/2022,10/1/2022,2/1/2023,1,2,11,18,1,4,7,15,3,6,13,22,26,1709734,179487,22,130
1193,d125cd5b,22,3/1/2020,1/1/2022,2/1/2023,2,3,7,17,4,3,8,16,5,6,10,21,26,1195948,135058,42,234
1194,a6859260,41,4/1/2020,7/1/2023,2/1/2023,3,2,1,11,2,0,4,10,3,4,8,15,18,1156536,206855,45,90
1195,998a39aa,51,4/1/2020,7/1/2022,2/1/2023,2,2,9,17,3,1,7,12,5,2,9,16,24,1758360,387273,48,120
1196,0279d0a7,27,7/1/2019,8/1/2023,2/1/2023,1,6,9,20,3,2,5,15,4,6,11,21,27,164754,18101,63,0
1197,9ff7cf01,47,7/1/2019,6/1/2022,2/1/2023,0,6,7,15,2,6,2,13,2,10,2,14,19,360031,60421,0,95
1198,3df612f0,23,5/1/2021,7/1/2023,2/1/2023,0,5,17,25,4,0,3,22,4,3,4,11,30,1223250,186078,11,240
1199,ddff87dd,55,10/1/2020,1/1/2023,2/1/2023,1,5,19,30,4,0,2,27,4,3,6,13,33,1069431,196024,52,132
1200,1cdac474,23,8/1/2021,10/1/2022,2/1/2023,3,2,11,20,2,1,7,13,4,3,9,16,0,0,126438,16,22
1201,b0c31563,54,12/1/2019,9/1/2023,2/1/2023,3,1,17,24,3,2,7,18,4,5,10,19,27,2193372,446595,38,54
1202,93a839c4,44,9/1/2022,3/1/2024,2/1/2023,0,6,14,21,2,3,3,16,3,3,3,9,24,2048376,395822,0,168
1203,77831d24,56,5/1/2019,5/1/2022,2/1/2023,0,0,9,13,4,6,4,15,6,7,4,17,22,1268586,298916,17,88
1204,d4e99858,37,8/1/2021,2/1/2022,2/1/2023,0,2,0,5,3,4,9,17,3,7,13,23,12,390552,48700,0,84
1205,57838cf4,35,11/1/2019,2/1/2023,2/1/2023,0,0,3,8,4,4,4,13,4,5,5,14,11,12749,3439,14,77
1206,3e5ac0ee,34,10/1/2021,9/1/2022,2/1/2023,2,1,7,14,2,6,6,15,4,6,11,21,19,517218,124348,63,57
1207,42df1e2f,27,1/1/2022,9/1/2022,2/1/2023,3,2,17,24,0,3,6,20,1,5,8,14,28,2163000,477165,14,112
1208,23b47704,36,12/1/2022,10/1/2023,2/1/2023,3,2,6,16,3,3,9,16,4,3,11,18,22,53746,9065,54,154
1209,52d3b4c8,45,9/1/2021,4/1/2023,2/1/2023,0,5,10,18,3,2,8,17,5,6,13,24,19,302784,75546,72,38
1210,66df6d5a,55,12/1/2022,8/1/2023,2/1/2023,3,4,3,11,2,2,2,9,2,5,7,14,16,838176,127140,56,112
